,pm25
2022-05-26,50.0
2022-05-27,34.0
2022-05-28,42.0
2022-05-29,22.5
2022-05-30,3.0
2022-05-31,44.5
2022-06-01,86.0
2022-06-02,78.0
2022-06-03,34.0
2022-06-04,80.0
2022-06-05,46.0
2022-06-06,37.0
2022-06-07,36.0
2022-06-08,27.0
2022-06-09,46.0
2022-06-10,42.0
2022-06-11,45.0
2022-06-12,58.0
2022-06-13,22.0
2022-06-14,75.0
2022-06-15,30.0
2022-06-16,22.0
2022-06-17,16.0
2022-06-18,22.0
2022-06-19,22.0
2022-06-20,29.0
2022-06-21,32.0
2022-06-22,29.0
2022-06-23,29.0
2022-06-24,33.0
2022-06-25,24.0
2022-06-26,71.0
2022-06-27,24.0
2022-06-28,31.0
2022-06-29,34.0
2022-06-30,26.0
2022-07-01,28.0
2022-07-02,27.0
2022-07-03,38.0
2022-07-04,22.0
2022-07-05,34.0
2022-07-06,56.0
2022-07-07,35.0
2022-07-08,44.0
2022-07-09,22.0
2022-07-10,23.0
2022-07-11,19.0
2022-07-12,25.0
2022-07-13,30.0
2022-07-14,21.0
2022-07-15,28.0
2022-07-16,33.0
2022-07-17,39.0
2022-07-18,28.0
2022-07-19,31.0
2022-07-20,36.0
2022-07-21,40.0
2022-07-22,32.0
2022-07-23,37.0
2022-07-24,42.0
2022-07-25,50.0
2022-07-26,44.0
2022-07-27,48.0
2022-07-28,26.0
2022-07-29,31.0
2022-07-30,23.0
2022-07-31,23.0
2022-08-01,24.0
2022-08-02,31.0
2022-08-03,37.0
2022-08-04,36.0
2022-08-05,32.0
2022-08-06,51.0
2022-08-07,61.0
2022-08-08,49.0
2022-08-09,55.0
2022-08-10,38.0
2022-08-11,28.0
2022-08-12,35.0
2022-08-13,27.0
2022-08-14,27.0
2022-08-15,32.0
2022-08-16,35.0
2022-08-17,21.0
2022-08-18,27.0
2022-08-19,39.0
2022-08-20,39.0
2022-08-21,44.0
2022-08-22,61.0
2022-08-23,58.0
2022-08-24,55.0
2022-08-25,52.0
2022-08-26,49.0
2022-08-27,46.0
2022-08-28,29.0
2022-08-29,35.0
2022-08-30,27.0
2022-08-31,18.0
2022-09-01,30.0
2022-09-02,39.0
2022-09-03,28.0
2022-09-04,27.0
2022-09-05,8.0
2022-09-06,20.0
2022-09-07,27.0
2022-09-08,24.0
2022-09-09,24.0
2022-09-10,29.0
2022-09-11,38.0
2022-09-12,41.0
2022-09-13,57.0
2022-09-14,13.0
2022-09-15,27.0
2022-09-16,39.0
2022-09-17,44.0
2022-09-18,43.0
2022-09-19,53.0
2022-09-20,37.0
2022-09-21,47.0
2022-09-22,30.0
2022-09-23,28.0
2022-09-24,38.0
2022-09-25,24.0
2022-09-26,48.0
2022-09-27,53.0
2022-09-28,58.0
2022-09-29,30.0
2022-09-30,25.0
2022-10-01,45.0
2022-10-02,52.0
2022-10-03,56.0
2022-10-04,28.0
2022-10-05,30.0
2022-10-06,22.0
2022-10-07,33.0
2022-10-08,33.0
2022-10-09,25.0
2022-10-10,28.0
2022-10-11,21.0
2022-10-12,22.0
2022-10-13,29.0
2022-10-14,27.0
2022-10-15,28.0
2022-10-16,38.0
2022-10-17,48.0
2022-10-18,39.0
2022-10-19,34.0
2022-10-20,34.0
2022-10-21,46.0
2022-10-22,38.0
2022-10-23,47.0
2022-10-24,30.0
2022-10-25,37.0
2022-10-26,19.0
2022-10-27,31.0
2022-10-28,30.0
2022-10-29,41.0
2022-10-30,58.0
2022-10-31,55.0
2022-11-01,61.0
2022-11-02,63.0
2022-11-03,50.0
2022-11-04,43.0
2022-11-05,51.0
2022-11-06,49.0
2022-11-07,31.0
2022-11-08,47.0
2022-11-09,35.0
2022-11-10,45.0
2022-11-11,34.0
2022-11-12,22.0
2022-11-13,30.0
2022-11-14,33.0
2022-11-15,29.0
2022-11-16,26.0
2022-11-17,42.0
2022-11-18,36.0
2022-11-19,32.0
2022-11-20,40.0
2022-11-21,38.0
2022-11-22,25.0
2022-11-23,43.0
2022-11-24,32.0
2022-11-25,38.0
2022-11-26,34.0
2022-11-27,28.0
2022-11-28,40.0
2022-11-29,40.0
2022-11-30,35.0
2022-12-01,47.0
2022-12-02,45.0
2022-12-03,45.0
2022-12-04,46.0
2022-12-05,39.0
2022-12-06,42.0
2022-12-07,39.0
2022-12-08,42.0
2022-12-09,35.0
2022-12-10,53.0
2022-12-11,44.0
2022-12-12,59.0
2022-12-13,52.0
2022-12-14,33.0
2022-12-15,37.0
2022-12-16,48.0
2022-12-17,26.0
2022-12-18,43.0
2022-12-19,43.0
2022-12-20,45.0
2022-12-21,57.0
2022-12-22,16.0
2022-12-23,25.0
2022-12-24,36.0
2022-12-25,44.0
2022-12-26,70.0
2022-12-27,65.0
2022-12-28,61.0
2022-12-29,52.0
2022-12-30,55.0
2022-12-31,63.0
2023-01-01,63.0
2023-01-02,58.0
2023-01-03,37.0
2023-01-04,31.0
2023-01-05,50.0
2023-01-06,47.0
2023-01-07,42.0
2023-01-08,35.0
2023-01-09,24.0
2023-01-10,33.0
2023-01-11,43.0
2023-01-12,55.0
2023-01-13,50.0
2023-01-14,38.0
2023-01-15,54.0
2023-01-16,45.0
2023-01-17,48.0
2023-01-18,27.0
2023-01-19,42.0
2023-01-20,48.0
2023-01-21,50.666666666666664
2023-01-22,53.333333333333336
2023-01-23,56.0
2023-01-24,57.0
2023-01-25,28.0
2023-01-26,24.0
2023-01-27,16.0
2023-01-28,30.0
2023-01-29,24.0
2023-01-30,23.0
2023-01-31,33.0
2023-02-01,20.0
2023-02-02,20.0
2023-02-03,15.0
2023-02-04,27.0
2023-02-05,40.0
2023-02-06,31.0
2023-02-07,42.0
2023-02-08,33.0
2023-02-09,35.0
2023-02-10,50.0
2023-02-11,43.0
2023-02-12,31.0
2023-02-13,24.0
2023-02-14,38.0
2023-02-15,31.0
2023-02-16,29.0
2023-02-17,46.0
2023-02-18,23.0
2023-02-19,45.0
2023-02-20,32.0
2023-02-21,32.0
2023-02-22,55.0
2023-02-23,46.0
2023-02-24,24.0
2023-02-25,30.0
2023-02-26,34.0
2023-02-27,25.0
2023-02-28,31.0
2023-03-01,18.0
2023-03-02,48.0
2023-03-03,49.0
2023-03-04,55.0
2023-03-05,47.0
2023-03-06,54.0
2023-03-07,37.0
2023-03-08,45.0
2023-03-09,37.0
2023-03-10,44.0
2023-03-11,50.0
2023-03-12,38.0
2023-03-13,27.0
2023-03-14,48.0
2023-03-15,17.0
2023-03-16,37.0
2023-03-17,39.0
2023-03-18,37.0
2023-03-19,33.0
2023-03-20,37.0
2023-03-21,40.0
2023-03-22,39.0
2023-03-23,36.0
2023-03-24,28.0
2023-03-25,20.0
2023-03-26,21.0
2023-03-27,29.0
2023-03-28,22.0
2023-03-29,38.0
2023-03-30,39.0
2023-03-31,25.0
2023-04-01,20.0
2023-04-02,51.0
2023-04-03,29.0
2023-04-04,9.0
2023-04-05,15.5
2023-04-06,22.0
2023-04-07,32.0
2023-04-08,26.0
2023-04-09,18.0
2023-04-10,35.0
2023-04-11,39.0
2023-04-12,38.0
2023-04-13,37.0
2023-04-14,48.0
2023-04-15,45.0
2023-04-16,42.0
2023-04-17,36.0
2023-04-18,42.0
2023-04-19,43.0
2023-04-20,34.0
2023-04-21,41.0
2023-04-22,40.0
2023-04-23,37.0
2023-04-24,34.0
2023-04-25,30.0
2023-04-26,43.0
2023-04-27,39.0
2023-04-28,29.0
2023-04-29,29.0
2023-04-30,34.0
2023-05-01,29.0
2023-05-02,28.0
2023-05-03,32.0
2023-05-04,47.0
2023-05-05,43.0
2023-05-06,40.0
2023-05-07,38.0
2023-05-08,29.0
2023-05-09,40.0
2023-05-10,24.0
2023-05-11,33.0
2023-05-12,34.0
2023-05-13,41.0
2023-05-14,44.0
2023-05-15,53.0
2023-05-16,41.0
2023-05-17,28.0
2023-05-18,33.0
2023-05-19,24.0
2023-05-20,40.0
2023-05-21,56.0
2023-05-22,59.0
