,pm25
2022-07-26,99.0
2022-07-27,106.0
2022-07-28,101.0
2022-07-29,89.0
2022-07-30,91.0
2022-07-31,95.0
2022-08-01,96.0
2022-08-02,118.0
2022-08-03,89.0
2022-08-04,52.0
2022-08-05,53.333333333333336
2022-08-06,54.666666666666664
2022-08-07,56.0
2022-08-08,57.333333333333336
2022-08-09,58.666666666666664
2022-08-10,60.0
2022-08-11,73.0
2022-08-12,68.0
2022-08-13,75.0
2022-08-14,64.0
2022-08-15,81.0
2022-08-16,85.0
2022-08-17,49.0
2022-08-18,57.0
2022-08-19,65.0
2022-08-20,71.0
2022-08-21,83.0
2022-08-22,74.0
2022-08-23,81.0
2022-08-24,89.0
2022-08-25,65.0
2022-08-26,87.0
2022-08-27,44.0
2022-08-28,50.0
2022-08-29,66.0
2022-08-30,39.0
2022-08-31,69.0
2022-09-01,77.0
2022-09-02,84.0
2022-09-03,71.0
2022-09-04,59.0
2022-09-05,103.0
2022-09-06,108.0
2022-09-07,78.0
2022-09-08,65.0
2022-09-09,61.0
2022-09-10,54.5
2022-09-11,48.0
2022-09-12,54.0
2022-09-13,71.0
2022-09-14,52.0
2022-09-15,41.0
2022-09-16,73.0
2022-09-17,88.0
2022-09-18,83.0
2022-09-19,56.0
2022-09-20,26.0
2022-09-21,69.0
2022-09-22,38.0
2022-09-23,54.0
2022-09-24,61.0
2022-09-25,42.0
2022-09-26,27.0
2022-09-27,45.0
2022-09-28,55.0
2022-09-29,72.0
2022-09-30,72.0
2022-10-01,69.0
2022-10-02,52.0
2022-10-03,42.0
2022-10-04,46.0
2022-10-05,56.0
2022-10-06,23.0
2022-10-07,29.0
2022-10-08,42.0
2022-10-09,44.0
2022-10-10,68.0
2022-10-11,44.0
2022-10-12,50.0
2022-10-13,24.0
2022-10-14,31.0
2022-10-15,21.0
2022-10-16,36.0
2022-10-17,24.0
2022-10-18,32.0
2022-10-19,49.0
2022-10-20,63.0
2022-10-21,30.0
2022-10-22,50.0
2022-10-23,63.0
2022-10-24,33.0
2022-10-25,35.0
2022-10-26,28.0
2022-10-27,25.0
2022-10-28,43.0
2022-10-29,52.0
2022-10-30,30.0
2022-10-31,42.0
2022-11-01,68.0
2022-11-02,53.0
2022-11-03,69.0
2022-11-04,65.0
2022-11-05,63.0
2022-11-06,57.0
2022-11-07,79.0
2022-11-08,63.0
2022-11-09,71.0
2022-11-10,71.0
2022-11-11,67.0
2022-11-12,63.0
2022-11-13,60.0
2022-11-14,53.0
2022-11-15,74.0
2022-11-16,74.0
2022-11-17,70.0
2022-11-18,50.0
2022-11-19,72.0
2022-11-20,70.0
2022-11-21,66.0
2022-11-22,50.0
2022-11-23,52.0
2022-11-24,49.0
2022-11-25,39.0
2022-11-26,41.5
2022-11-27,44.0
2022-11-28,57.0
2022-11-29,54.0
2022-11-30,31.0
2022-12-01,40.0
2022-12-02,58.0
2022-12-03,46.0
2022-12-04,60.0
2022-12-05,64.0
2022-12-06,53.0
2022-12-07,68.0
2022-12-08,73.0
2022-12-09,47.0
2022-12-10,44.0
2022-12-11,72.0
2022-12-12,52.0
2022-12-13,95.0
2022-12-14,89.0
2022-12-15,63.0
2022-12-16,47.0
2022-12-17,39.0
2022-12-18,45.0
2022-12-19,52.0
2022-12-20,38.0
2022-12-21,43.0
2022-12-22,48.0
2022-12-23,44.0
2022-12-24,53.0
2022-12-25,55.0
2022-12-26,56.0
2022-12-27,49.0
2022-12-28,56.0
2022-12-29,45.0
2022-12-30,52.0
2022-12-31,25.0
2023-01-01,40.0
2023-01-02,46.0
2023-01-03,34.0
2023-01-04,45.0
2023-01-05,48.0
2023-01-06,33.0
2023-01-07,38.0
2023-01-08,38.0
2023-01-09,43.0
2023-01-10,50.0
2023-01-11,42.0
2023-01-12,45.0
2023-01-13,49.0
2023-01-14,53.0
2023-01-15,59.0
2023-01-16,67.0
2023-01-17,66.0
2023-01-18,40.0
2023-01-19,61.0
2023-01-20,47.0
2023-01-21,51.0
2023-01-22,50.0
2023-01-23,105.0
2023-01-24,60.0
2023-01-25,62.0
2023-01-26,47.0
2023-01-27,42.0
2023-01-28,51.0
2023-01-29,55.0
2023-01-30,65.0
2023-01-31,51.0
2023-02-01,48.0
2023-02-02,56.0
2023-02-03,40.0
2023-02-04,87.0
2023-02-05,60.0
2023-02-06,46.0
2023-02-07,49.0
2023-02-08,47.0
2023-02-09,52.0
2023-02-10,51.0
2023-02-11,50.0
2023-02-12,42.0
2023-02-13,25.0
2023-02-14,26.0
2023-02-15,28.0
2023-02-16,41.0
2023-02-17,48.0
2023-02-18,38.0
2023-02-19,49.0
2023-02-20,48.0
2023-02-21,48.0
2023-02-22,46.0
2023-02-23,30.0
2023-02-24,65.0
2023-02-25,59.0
2023-02-26,40.5
2023-02-27,22.0
2023-02-28,50.0
2023-03-01,35.0
2023-03-02,46.0
2023-03-03,45.0
2023-03-04,50.0
2023-03-05,50.0
2023-03-06,38.0
2023-03-07,39.0
2023-03-08,57.0
2023-03-09,46.0
2023-03-10,45.0
2023-03-11,42.0
2023-03-12,48.0
2023-03-13,62.0
2023-03-14,64.0
2023-03-15,68.0
2023-03-16,89.0
2023-03-17,84.0
2023-03-18,92.0
2023-03-19,93.0
2023-03-20,62.0
2023-03-21,78.0
2023-03-22,76.0
2023-03-23,87.0
2023-03-24,79.0
2023-03-25,81.0
2023-03-26,74.0
2023-03-27,64.0
2023-03-28,66.0
2023-03-29,65.0
2023-03-30,51.0
2023-03-31,65.0
2023-04-01,54.0
2023-04-02,53.0
2023-04-03,42.0
2023-04-04,42.0
2023-04-05,56.0
2023-04-06,49.0
2023-04-07,45.0
2023-04-08,50.0
2023-04-09,48.0
2023-04-10,50.0
2023-04-11,48.0
2023-04-12,52.0
2023-04-13,62.0
2023-04-14,44.0
2023-04-15,47.0
2023-04-16,77.0
2023-04-17,86.0
2023-04-18,74.0
2023-04-19,53.0
2023-04-20,21.0
2023-04-21,73.0
2023-04-22,75.0
2023-04-23,61.0
2023-04-24,68.0
2023-04-25,58.0
2023-04-26,70.0
2023-04-27,62.0
2023-04-28,67.0
2023-04-29,53.5
2023-04-30,40.0
2023-05-01,48.0
2023-05-02,58.0
2023-05-03,73.0
2023-05-04,57.0
2023-05-05,73.0
2023-05-06,67.0
2023-05-07,59.0
2023-05-08,68.0
2023-05-09,88.0
2023-05-10,72.0
2023-05-11,59.0
2023-05-12,68.0
2023-05-13,49.0
2023-05-14,58.0
2023-05-15,63.0
2023-05-16,70.0
2023-05-17,74.0
2023-05-18,81.0
2023-05-19,79.0
2023-05-20,85.0
2023-05-21,83.0
2023-05-22,78.0
