,pm25
2022-08-23,91.0
2022-08-24,81.0
2022-08-25,88.0
2022-08-26,85.0
2022-08-27,88.0
2022-08-28,57.0
2022-08-29,70.0
2022-08-30,105.0
2022-08-31,103.0
2022-09-01,91.0
2022-09-02,94.0
2022-09-03,77.0
2022-09-04,74.0
2022-09-05,98.0
2022-09-06,110.0
2022-09-07,81.0
2022-09-08,125.0
2022-09-09,118.0
2022-09-10,139.0
2022-09-11,106.0
2022-09-12,109.0
2022-09-13,99.0
2022-09-14,68.0
2022-09-15,93.0
2022-09-16,84.0
2022-09-17,91.0
2022-09-18,105.0
2022-09-19,90.0
2022-09-20,116.0
2022-09-21,88.0
2022-09-22,74.0
2022-09-23,84.0
2022-09-24,72.0
2022-09-25,50.0
2022-09-26,67.0
2022-09-27,69.0
2022-09-28,61.0
2022-09-29,79.0
2022-09-30,68.0
2022-10-01,70.0
2022-10-02,82.0
2022-10-03,96.0
2022-10-04,59.0
2022-10-05,83.0
2022-10-06,77.0
2022-10-07,94.0
2022-10-08,64.0
2022-10-09,81.0
2022-10-10,106.0
2022-10-11,92.0
2022-10-12,79.0
2022-10-13,77.0
2022-10-14,73.0
2022-10-15,79.0
2022-10-16,82.0
2022-10-17,94.0
2022-10-18,84.0
2022-10-19,71.0
2022-10-20,66.0
2022-10-21,58.0
2022-10-22,78.0
2022-10-23,96.0
2022-10-24,79.0
2022-10-25,84.0
2022-10-26,105.0
2022-10-27,100.0
2022-10-28,74.0
2022-10-29,73.0
2022-10-30,55.0
2022-10-31,61.0
2022-11-01,64.0
2022-11-02,62.0
2022-11-03,66.0
2022-11-04,78.0
2022-11-05,77.0
2022-11-06,63.0
2022-11-07,59.0
2022-11-08,75.0
2022-11-09,84.0
2022-11-10,77.0
2022-11-11,64.0
2022-11-12,70.0
2022-11-13,68.0
2022-11-14,52.0
2022-11-15,54.0
2022-11-16,70.0
2022-11-17,75.0
2022-11-18,69.0
2022-11-19,60.0
2022-11-20,56.0
2022-11-21,64.0
2022-11-22,73.5
2022-11-23,83.0
2022-11-24,93.0
2022-11-25,80.0
2022-11-26,114.0
2022-11-27,110.0
2022-11-28,100.0
2022-11-29,107.0
2022-11-30,108.0
2022-12-01,75.0
2022-12-02,63.0
2022-12-03,86.0
2022-12-04,88.0
2022-12-05,39.0
2022-12-06,87.0
2022-12-07,139.0
2022-12-08,75.0
2022-12-09,49.0
2022-12-10,66.0
2022-12-11,46.0
2022-12-12,69.0
2022-12-13,84.0
2022-12-14,60.0
2022-12-15,65.0
2022-12-16,119.0
2022-12-17,144.0
2022-12-18,84.0
2022-12-19,83.0
2022-12-20,78.0
2022-12-21,104.0
2022-12-22,83.0
2022-12-23,108.0
2022-12-24,110.0
2022-12-25,97.0
2022-12-26,105.0
2022-12-27,85.0
2022-12-28,83.0
2022-12-29,88.0
2022-12-30,84.0
2022-12-31,81.0
2023-01-01,95.0
2023-01-02,96.0
2023-01-03,97.0
2023-01-04,88.0
2023-01-05,87.0
2023-01-06,104.0
2023-01-07,76.0
2023-01-08,82.0
2023-01-09,66.0
2023-01-10,84.0
2023-01-11,99.0
2023-01-12,104.0
2023-01-13,120.0
2023-01-14,94.0
2023-01-15,68.0
2023-01-16,64.0
2023-01-17,91.0
2023-01-18,117.0
2023-01-19,105.0
2023-01-20,111.0
2023-01-21,67.0
2023-01-22,72.0
2023-01-23,75.0
2023-01-24,77.0
2023-01-25,108.0
2023-01-26,102.0
2023-01-27,77.0
2023-01-28,82.0
2023-01-29,101.0
2023-01-30,104.0
2023-01-31,99.0
2023-02-01,82.0
2023-02-02,88.0
2023-02-03,77.0
2023-02-04,105.0
2023-02-05,103.0
2023-02-06,106.0
2023-02-07,97.0
2023-02-08,105.0
2023-02-09,120.0
2023-02-10,100.0
2023-02-11,97.0
2023-02-12,119.0
2023-02-13,74.0
2023-02-14,87.0
2023-02-15,100.0
2023-02-16,112.0
2023-02-17,128.0
2023-02-18,80.0
2023-02-19,65.0
2023-02-20,107.0
2023-02-21,110.0
2023-02-22,95.0
2023-02-23,92.0
2023-02-24,94.0
2023-02-25,114.0
2023-02-26,109.0
2023-02-27,107.0
2023-02-28,106.0
2023-03-01,84.0
2023-03-02,96.0
2023-03-03,72.0
2023-03-04,65.0
2023-03-05,83.0
2023-03-06,100.0
2023-03-07,138.0
2023-03-08,138.0
2023-03-09,150.0
2023-03-10,126.0
2023-03-11,84.0
2023-03-12,95.0
2023-03-13,106.0
2023-03-14,132.0
2023-03-15,130.0
2023-03-16,120.0
2023-03-17,130.0
2023-03-18,123.0
2023-03-19,121.0
2023-03-20,152.0
2023-03-21,161.0
2023-03-22,115.0
2023-03-23,85.0
2023-03-24,97.0
2023-03-25,107.0
2023-03-26,82.0
2023-03-27,89.0
2023-03-28,92.66666666666667
2023-03-29,96.33333333333333
2023-03-30,100.0
2023-03-31,118.0
2023-04-01,130.0
2023-04-02,128.0
2023-04-03,69.0
2023-04-04,76.0
2023-04-05,83.0
2023-04-06,134.0
2023-04-07,108.0
2023-04-08,95.0
2023-04-09,117.0
2023-04-10,125.0
2023-04-11,139.0
2023-04-12,136.0
2023-04-13,134.0
2023-04-14,119.0
2023-04-15,125.0
2023-04-16,124.0
2023-04-17,125.0
2023-04-18,126.0
2023-04-19,131.0
2023-04-20,110.0
2023-04-21,102.0
2023-04-22,137.0
2023-04-23,101.0
2023-04-24,77.0
2023-04-25,98.0
2023-04-26,129.0
2023-04-27,109.0
2023-04-28,108.0
2023-04-29,95.0
2023-04-30,111.0
2023-05-01,104.0
2023-05-02,110.0
2023-05-03,93.0
2023-05-04,114.0
2023-05-05,79.0
2023-05-06,59.0
2023-05-07,83.0
2023-05-08,86.0
2023-05-09,98.0
2023-05-10,104.0
2023-05-11,100.0
2023-05-12,139.0
2023-05-13,143.0
2023-05-14,83.0
2023-05-15,121.0
2023-05-16,138.0
2023-05-17,90.0
2023-05-18,60.0
2023-05-19,74.0
2023-05-20,103.0
2023-05-21,90.0
2023-05-22,77.0
