,pm25
2022-07-19,130.0
2022-07-20,145.0
2022-07-21,131.0
2022-07-22,123.0
2022-07-23,97.0
2022-07-24,91.0
2022-07-25,100.0
2022-07-26,121.0
2022-07-27,141.0
2022-07-28,129.0
2022-07-29,100.0
2022-07-30,126.0
2022-07-31,133.0
2022-08-01,105.0
2022-08-02,141.0
2022-08-03,150.0
2022-08-04,101.0
2022-08-05,92.0
2022-08-06,132.0
2022-08-07,116.0
2022-08-08,89.0
2022-08-09,98.0
2022-08-10,126.0
2022-08-11,123.0
2022-08-12,104.0
2022-08-13,106.0
2022-08-14,105.0
2022-08-15,90.0
2022-08-16,128.0
2022-08-17,99.0
2022-08-18,94.0
2022-08-19,103.0
2022-08-20,110.0
2022-08-21,99.0
2022-08-22,88.0
2022-08-23,90.5
2022-08-24,93.0
2022-08-25,95.5
2022-08-26,98.0
2022-08-27,100.5
2022-08-28,103.0
2022-08-29,105.5
2022-08-30,108.0
2022-08-31,140.0
2022-09-01,111.0
2022-09-02,126.0
2022-09-03,95.0
2022-09-04,68.0
2022-09-05,121.0
2022-09-06,94.0
2022-09-07,103.0
2022-09-08,118.0
2022-09-09,144.0
2022-09-10,109.0
2022-09-11,92.0
2022-09-12,90.0
2022-09-13,114.0
2022-09-14,113.0
2022-09-15,133.0
2022-09-16,113.0
2022-09-17,126.0
2022-09-18,149.0
2022-09-19,130.0
2022-09-20,114.0
2022-09-21,123.0
2022-09-22,126.0
2022-09-23,112.0
2022-09-24,93.0
2022-09-25,119.0
2022-09-26,102.0
2022-09-27,86.0
2022-09-28,115.0
2022-09-29,106.0
2022-09-30,109.0
2022-10-01,115.0
2022-10-02,73.0
2022-10-03,100.0
2022-10-04,83.0
2022-10-05,100.0
2022-10-06,101.0
2022-10-07,82.0
2022-10-08,68.0
2022-10-09,120.0
2022-10-10,99.0
2022-10-11,132.0
2022-10-12,106.0
2022-10-13,95.0
2022-10-14,94.0
2022-10-15,83.0
2022-10-16,96.0
2022-10-17,103.0
2022-10-18,123.0
2022-10-19,112.0
2022-10-20,100.0
2022-10-21,63.0
2022-10-22,115.0
2022-10-23,54.0
2022-10-24,45.0
2022-10-25,9.0
2022-10-26,23.77777777777778
2022-10-27,38.55555555555556
2022-10-28,53.333333333333336
2022-10-29,68.11111111111111
2022-10-30,82.88888888888889
2022-10-31,97.66666666666667
2022-11-01,112.44444444444444
2022-11-02,127.22222222222221
2022-11-03,142.0
2022-11-04,106.0
2022-11-05,100.0
2022-11-06,94.0
2022-11-07,111.0
2022-11-08,98.5
2022-11-09,86.0
2022-11-10,74.0
2022-11-11,51.0
2022-11-12,59.0
2022-11-13,68.0
2022-11-14,93.0
2022-11-15,75.0
2022-11-16,67.0
2022-11-17,75.0
2022-11-18,47.0
2022-11-19,65.0
2022-11-20,34.0
2022-11-21,49.0
2022-11-22,53.0
2022-11-23,63.0
2022-11-24,49.0
2022-11-25,101.0
2022-11-26,101.0
2022-11-27,129.0
2022-11-28,92.0
2022-11-29,91.0
2022-11-30,95.0
2022-12-01,100.0
2022-12-02,98.0
2022-12-03,110.0
2022-12-04,107.0
2022-12-05,115.0
2022-12-06,108.0
2022-12-07,109.0
2022-12-08,85.0
2022-12-09,103.0
2022-12-10,65.0
2022-12-11,60.0
2022-12-12,46.0
2022-12-13,51.0
2022-12-14,55.0
2022-12-15,60.0
2022-12-16,89.0
2022-12-17,120.0
2022-12-18,117.0
2022-12-19,126.0
2022-12-20,116.0
2022-12-21,111.0
2022-12-22,59.0
2022-12-23,62.0
2022-12-24,112.0
2022-12-25,66.0
2022-12-26,77.0
2022-12-27,51.0
2022-12-28,57.0
2022-12-29,57.0
2022-12-30,88.0
2022-12-31,92.0
2023-01-01,77.0
2023-01-02,61.0
2023-01-03,50.0
2023-01-04,69.0
2023-01-05,69.0
2023-01-06,52.0
2023-01-07,48.0
2023-01-08,57.0
2023-01-09,64.5
2023-01-10,72.0
2023-01-11,90.0
2023-01-12,93.0
2023-01-13,108.0
2023-01-14,96.0
2023-01-15,58.0
2023-01-16,59.0
2023-01-17,80.0
2023-01-18,115.0
2023-01-19,81.0
2023-01-20,64.0
2023-01-21,84.0
2023-01-22,45.0
2023-01-23,46.0
2023-01-24,55.0
2023-01-25,74.0
2023-01-26,78.0
2023-01-27,83.0
2023-01-28,94.0
2023-01-29,80.0
2023-01-30,90.0
2023-01-31,109.0
2023-02-01,81.0
2023-02-02,75.0
2023-02-03,81.0
2023-02-04,100.0
2023-02-05,76.0
2023-02-06,73.0
2023-02-07,70.0
2023-02-08,62.0
2023-02-09,48.0
2023-02-10,53.0
2023-02-11,51.0
2023-02-12,46.0
2023-02-13,51.0
2023-02-14,43.0
2023-02-15,46.0
2023-02-16,58.0
2023-02-17,65.0
2023-02-18,102.0
2023-02-19,104.0
2023-02-20,57.0
2023-02-21,53.0
2023-02-22,62.0
2023-02-23,60.0
2023-02-24,71.0
2023-02-25,69.0
2023-02-26,58.0
2023-02-27,73.0
2023-02-28,67.0
2023-03-01,63.0
2023-03-02,62.0
2023-03-03,61.0
2023-03-04,55.0
2023-03-05,61.0
2023-03-06,59.0
2023-03-07,73.0
2023-03-08,104.0
2023-03-09,71.0
2023-03-10,104.0
2023-03-11,132.0
2023-03-12,112.33333333333333
2023-03-13,92.66666666666666
2023-03-14,73.0
2023-03-15,83.0
2023-03-16,108.0
2023-03-17,100.0
2023-03-18,84.0
2023-03-19,108.0
2023-03-20,124.0
2023-03-21,91.0
2023-03-22,86.0
2023-03-23,74.0
2023-03-24,123.0
2023-03-25,96.0
2023-03-26,82.0
2023-03-27,83.0
2023-03-28,100.0
2023-03-29,110.0
2023-03-30,107.0
2023-03-31,68.0
2023-04-01,44.0
2023-04-02,62.0
2023-04-03,91.0
2023-04-04,66.0
2023-04-05,75.0
2023-04-06,69.0
2023-04-07,93.0
2023-04-08,108.0
2023-04-09,86.0
2023-04-10,32.0
2023-04-11,29.0
2023-04-12,36.0
2023-04-13,46.0
2023-04-14,67.0
2023-04-15,74.0
2023-04-16,63.0
2023-04-17,60.0
2023-04-18,101.0
2023-04-19,91.0
2023-04-20,97.0
2023-04-21,78.0
2023-04-22,89.0
2023-04-23,85.0
2023-04-24,83.0
2023-04-25,85.33333333333333
2023-04-26,87.66666666666667
2023-04-27,90.0
2023-04-28,92.33333333333333
2023-04-29,94.66666666666667
2023-04-30,97.0
2023-05-01,99.33333333333334
2023-05-02,101.66666666666667
2023-05-03,104.0
2023-05-04,106.33333333333334
2023-05-05,108.66666666666667
2023-05-06,111.0
2023-05-07,113.33333333333334
2023-05-08,115.66666666666667
2023-05-09,118.0
2023-05-10,131.0
2023-05-11,92.0
2023-05-12,50.0
2023-05-13,103.0
2023-05-14,82.0
2023-05-15,113.0
2023-05-16,99.0
2023-05-17,115.0
2023-05-18,127.0
2023-05-19,144.0
2023-05-20,122.0
2023-05-21,135.0
2023-05-22,137.0
