,pm25
2022-05-20,56.0
2022-05-21,49.0
2022-05-22,79.0
2022-05-23,73.0
2022-05-24,63.0
2022-05-25,73.0
2022-05-26,59.0
2022-05-27,69.0
2022-05-28,83.0
2022-05-29,74.0
2022-05-30,70.5
2022-05-31,67.0
2022-06-01,101.0
2022-06-02,100.0
2022-06-03,87.0
2022-06-04,100.0
2022-06-05,77.0
2022-06-06,72.0
2022-06-07,79.0
2022-06-08,68.0
2022-06-09,92.0
2022-06-10,81.0
2022-06-11,96.0
2022-06-12,53.0
2022-06-13,60.0
2022-06-14,66.0
2022-06-15,77.0
2022-06-16,73.0
2022-06-17,71.0
2022-06-18,96.0
2022-06-19,108.0
2022-06-20,87.0
2022-06-21,99.0
2022-06-22,134.0
2022-06-23,119.0
2022-06-24,93.0
2022-06-25,109.0
2022-06-26,65.0
2022-06-27,65.0
2022-06-28,80.0
2022-06-29,106.0
2022-06-30,120.0
2022-07-01,120.0
2022-07-02,111.0
2022-07-03,70.0
2022-07-04,70.0
2022-07-05,78.0
2022-07-06,92.0
2022-07-07,91.0
2022-07-08,92.0
2022-07-09,79.0
2022-07-10,94.0
2022-07-11,137.0
2022-07-12,80.0
2022-07-13,91.0
2022-07-14,67.0
2022-07-15,83.0
2022-07-16,77.0
2022-07-17,82.0
2022-07-18,94.0
2022-07-19,133.0
2022-07-20,120.0
2022-07-21,119.0
2022-07-22,115.0
2022-07-23,121.0
2022-07-24,98.0
2022-07-25,88.0
2022-07-26,116.0
2022-07-27,115.0
2022-07-28,105.0
2022-07-29,96.0
2022-07-30,132.0
2022-07-31,131.0
2022-08-01,105.0
2022-08-02,148.0
2022-08-03,92.0
2022-08-04,112.0
2022-08-05,116.0
2022-08-06,112.0
2022-08-07,95.0
2022-08-08,72.0
2022-08-09,95.0
2022-08-10,101.0
2022-08-11,92.0
2022-08-12,94.0
2022-08-13,67.0
2022-08-14,67.0
2022-08-15,66.0
2022-08-16,66.0
2022-08-17,85.0
2022-08-18,86.0
2022-08-19,90.0
2022-08-20,87.0
2022-08-21,98.0
2022-08-22,107.0
2022-08-23,118.0
2022-08-24,105.0
2022-08-25,106.0
2022-08-26,115.0
2022-08-27,110.0
2022-08-28,95.0
2022-08-29,98.0
2022-08-30,107.0
2022-08-31,90.0
2022-09-01,82.0
2022-09-02,86.0
2022-09-03,134.0
2022-09-04,118.0
2022-09-05,118.0
2022-09-06,108.0
2022-09-07,93.0
2022-09-08,68.0
2022-09-09,82.0
2022-09-10,83.0
2022-09-11,70.0
2022-09-12,75.0
2022-09-13,103.0
2022-09-14,112.0
2022-09-15,91.0
2022-09-16,93.0
2022-09-17,79.0
2022-09-18,102.0
2022-09-19,93.0
2022-09-20,89.0
2022-09-21,96.0
2022-09-22,103.0
2022-09-23,73.0
2022-09-24,82.0
2022-09-25,77.0
2022-09-26,82.0
2022-09-27,86.0
2022-09-28,95.0
2022-09-29,95.0
2022-09-30,99.0
2022-10-01,72.0
2022-10-02,84.0
2022-10-03,81.0
2022-10-04,69.0
2022-10-05,79.0
2022-10-06,65.0
2022-10-07,70.0
2022-10-08,61.0
2022-10-09,49.0
2022-10-10,65.0
2022-10-11,79.0
2022-10-12,80.0
2022-10-13,79.0
2022-10-14,57.0
2022-10-15,52.0
2022-10-16,77.0
2022-10-17,71.0
2022-10-18,77.0
2022-10-19,78.0
2022-10-20,86.0
2022-10-21,77.0
2022-10-22,60.0
2022-10-23,80.0
2022-10-24,80.0
2022-10-25,67.0
2022-10-26,63.0
2022-10-27,60.0
2022-10-28,105.0
2022-10-29,104.0
2022-10-30,80.0
2022-10-31,100.0
2022-11-01,87.0
2022-11-02,74.0
2022-11-03,93.0
2022-11-04,100.0
2022-11-05,79.0
2022-11-06,75.0
2022-11-07,49.0
2022-11-08,55.0
2022-11-09,79.0
2022-11-10,76.0
2022-11-11,69.0
2022-11-12,69.0
2022-11-13,78.0
2022-11-14,68.0
2022-11-15,50.0
2022-11-16,77.0
2022-11-17,73.0
2022-11-18,70.0
2022-11-19,52.0
2022-11-20,92.0
2022-11-21,73.0
2022-11-22,75.0
2022-11-23,67.0
2022-11-24,92.0
2022-11-25,68.0
2022-11-26,81.0
2022-11-27,69.0
2022-11-28,68.0
2022-11-29,72.0
2022-11-30,72.0
2022-12-01,68.0
2022-12-02,67.0
2022-12-03,78.0
2022-12-04,83.0
2022-12-05,84.0
2022-12-06,77.0
2022-12-07,98.0
2022-12-08,90.0
2022-12-09,110.0
2022-12-10,83.0
2022-12-11,89.0
2022-12-12,70.0
2022-12-13,93.0
2022-12-14,100.0
2022-12-15,96.0
2022-12-16,76.0
2022-12-17,72.0
2022-12-18,73.0
2022-12-19,62.0
2022-12-20,79.0
2022-12-21,80.0
2022-12-22,70.0
2022-12-23,61.0
2022-12-24,69.0
2022-12-25,65.0
2022-12-26,59.0
2022-12-27,59.0
2022-12-28,76.0
2022-12-29,73.0
2022-12-30,57.0
2022-12-31,34.0
2023-01-01,46.5
2023-01-02,59.0
2023-01-03,71.0
2023-01-04,78.0
2023-01-05,77.0
2023-01-06,59.0
2023-01-07,70.0
2023-01-08,49.0
2023-01-09,53.0
2023-01-10,80.0
2023-01-11,85.0
2023-01-12,79.0
2023-01-13,84.0
2023-01-14,72.0
2023-01-15,55.0
2023-01-16,71.0
2023-01-17,85.0
2023-01-18,80.0
2023-01-19,97.0
2023-01-20,106.0
2023-01-21,100.0
2023-01-22,77.0
2023-01-23,74.0
2023-01-24,76.0
2023-01-25,70.0
2023-01-26,91.0
2023-01-27,73.0
2023-01-28,43.0
2023-01-29,61.0
2023-01-30,70.0
2023-01-31,116.0
2023-02-01,103.0
2023-02-02,66.0
2023-02-03,65.0
2023-02-04,94.0
2023-02-05,78.0
2023-02-06,113.0
2023-02-07,84.0
2023-02-08,66.0
2023-02-09,94.0
2023-02-10,66.0
2023-02-11,50.0
2023-02-12,58.0
2023-02-13,71.0
2023-02-14,73.0
2023-02-15,79.0
2023-02-16,82.0
2023-02-17,76.0
2023-02-18,69.0
2023-02-19,65.0
2023-02-20,77.0
2023-02-21,73.0
2023-02-22,57.0
2023-02-23,47.0
2023-02-24,62.0
2023-02-25,62.0
2023-02-26,49.0
2023-02-27,51.0
2023-02-28,66.0
2023-03-01,72.0
2023-03-02,57.0
2023-03-03,72.0
2023-03-04,81.0
2023-03-05,63.0
2023-03-06,71.0
2023-03-07,79.0
2023-03-08,76.0
2023-03-09,79.0
2023-03-10,94.0
2023-03-11,92.0
2023-03-12,84.0
2023-03-13,80.0
2023-03-14,87.0
2023-03-15,80.0
2023-03-16,111.0
2023-03-17,112.0
2023-03-18,106.0
2023-03-19,123.0
2023-03-20,140.0
2023-03-21,74.0
2023-03-22,92.0
2023-03-23,60.0
2023-03-24,58.0
2023-03-25,78.0
2023-03-26,67.0
2023-03-27,62.0
2023-03-28,62.0
2023-03-29,85.0
2023-03-30,73.0
2023-03-31,74.0
2023-04-01,71.0
2023-04-02,58.0
2023-04-03,70.0
2023-04-04,97.0
2023-04-05,115.0
2023-04-06,121.0
2023-04-07,87.0
2023-04-08,95.0
2023-04-09,75.0
2023-04-10,88.0
2023-04-11,81.0
2023-04-12,74.0
2023-04-13,61.0
2023-04-14,99.0
2023-04-15,92.0
2023-04-16,76.0
2023-04-17,99.0
2023-04-18,97.0
2023-04-19,93.0
2023-04-20,104.0
2023-04-21,107.0
2023-04-22,73.0
2023-04-23,64.0
2023-04-24,69.0
2023-04-25,43.0
2023-04-26,61.0
2023-04-27,70.0
2023-04-28,61.0
2023-04-29,54.0
2023-04-30,55.0
2023-05-01,46.0
2023-05-02,65.0
2023-05-03,57.0
2023-05-04,59.0
2023-05-05,71.0
2023-05-06,76.0
2023-05-07,70.0
2023-05-08,81.0
2023-05-09,117.0
2023-05-10,90.0
2023-05-11,63.0
2023-05-12,39.0
2023-05-13,99.0
2023-05-14,96.0
2023-05-15,94.0
2023-05-16,107.0
2023-05-17,116.0
2023-05-18,117.0
2023-05-19,110.0
2023-05-20,138.0
2023-05-21,124.0
2023-05-22,119.0
