,pm25
2022-10-22,74.0
2022-10-23,12.0
2022-10-24,38.0
2022-10-25,49.0
2022-10-26,37.0
2022-10-27,56.0
2022-10-28,46.0
2022-10-29,42.0
2022-10-30,28.0
2022-10-31,19.0
2022-11-01,92.0
2022-11-02,78.0
2022-11-03,61.0
2022-11-04,51.0
2022-11-05,42.0
2022-11-06,47.0
2022-11-07,65.0
2022-11-08,57.0
2022-11-09,87.0
2022-11-10,49.0
2022-11-11,46.0
2022-11-12,60.0
2022-11-13,29.0
2022-11-14,56.0
2022-11-15,54.0
2022-11-16,61.0
2022-11-17,74.0
2022-11-18,80.0
2022-11-19,81.0
2022-11-20,73.0
2022-11-21,62.0
2022-11-22,76.0
2022-11-23,68.0
2022-11-24,63.0
2022-11-25,58.0
2022-11-26,82.0
2022-11-27,52.0
2022-11-28,55.0
2022-11-29,68.0
2022-11-30,74.0
2022-12-01,67.0
2022-12-02,46.0
2022-12-03,74.0
2022-12-04,46.0
2022-12-05,65.0
2022-12-06,78.0
2022-12-07,56.0
2022-12-08,61.0
2022-12-09,59.0
2022-12-10,55.0
2022-12-11,86.0
2022-12-12,65.0
2022-12-13,42.0
2022-12-14,50.0
2022-12-15,46.0
2022-12-16,70.0
2022-12-17,82.0
2022-12-18,69.0
2022-12-19,41.0
2022-12-20,68.0
2022-12-21,68.0
2022-12-22,60.0
2022-12-23,93.0
2022-12-24,70.0
2022-12-25,68.0
2022-12-26,83.0
2022-12-27,97.0
2022-12-28,82.0
2022-12-29,67.0
2022-12-30,46.0
2022-12-31,51.0
2023-01-01,78.0
2023-01-02,61.0
2023-01-03,57.0
2023-01-04,43.0
2023-01-05,63.0
2023-01-06,95.0
2023-01-07,107.0
2023-01-08,85.0
2023-01-09,61.0
2023-01-10,75.0
2023-01-11,65.0
2023-01-12,68.0
2023-01-13,86.0
2023-01-14,103.0
2023-01-15,65.0
2023-01-16,92.0
2023-01-17,54.0
2023-01-18,59.0
2023-01-19,62.0
2023-01-20,52.0
2023-01-21,58.0
2023-01-22,77.0
2023-01-23,43.0
2023-01-24,31.0
2023-01-25,53.0
2023-01-26,51.0
2023-01-27,61.0
2023-01-28,40.0
2023-01-29,42.0
2023-01-30,54.0
2023-01-31,41.0
2023-02-01,51.0
2023-02-02,72.0
2023-02-03,72.0
2023-02-04,63.0
2023-02-05,61.0
2023-02-06,56.0
2023-02-07,65.0
2023-02-08,80.0
2023-02-09,63.0
2023-02-10,75.0
2023-02-11,65.0
2023-02-12,70.0
2023-02-13,80.0
2023-02-14,101.0
2023-02-15,45.0
2023-02-16,72.0
2023-02-17,71.0
2023-02-18,72.0
2023-02-19,66.0
2023-02-20,65.0
2023-02-21,72.0
2023-02-22,56.0
2023-02-23,61.0
2023-02-24,70.0
2023-02-25,75.0
2023-02-26,88.0
2023-02-27,49.0
2023-02-28,37.0
2023-03-01,39.0
2023-03-02,48.0
2023-03-03,40.0
2023-03-04,43.0
2023-03-05,49.0
2023-03-06,60.0
2023-03-07,56.0
2023-03-08,71.0
2023-03-09,58.0
2023-03-10,64.0
2023-03-11,49.0
2023-03-12,39.0
2023-03-13,49.0
2023-03-14,80.0
2023-03-15,78.0
2023-03-16,81.0
2023-03-17,76.0
2023-03-18,104.0
2023-03-19,55.0
2023-03-20,72.0
2023-03-21,39.0
2023-03-22,70.0
2023-03-23,71.0
2023-03-24,73.0
2023-03-25,88.0
2023-03-26,83.0
2023-03-27,39.0
2023-03-28,74.0
2023-03-29,71.0
2023-03-30,51.0
2023-03-31,68.0
2023-04-01,81.0
2023-04-02,70.0
2023-04-03,62.0
2023-04-04,116.0
2023-04-05,46.0
2023-04-06,58.0
2023-04-07,73.0
2023-04-08,46.0
2023-04-09,71.0
2023-04-10,91.0
2023-04-11,79.0
2023-04-12,102.0
2023-04-13,76.0
2023-04-14,79.0
2023-04-15,94.0
2023-04-16,88.0
2023-04-17,54.0
2023-04-18,74.0
2023-04-19,86.0
2023-04-20,50.0
2023-04-21,50.0
2023-04-22,44.0
2023-04-23,32.0
2023-04-24,46.0
2023-04-25,29.0
2023-04-26,54.0
2023-04-27,51.0
2023-04-28,60.0
2023-04-29,28.0
2023-04-30,89.0
2023-05-01,58.0
2023-05-02,68.0
2023-05-03,72.0
2023-05-04,68.0
2023-05-05,90.0
2023-05-06,67.0
2023-05-07,60.0
2023-05-08,82.0
2023-05-09,49.0
2023-05-10,50.0
2023-05-11,108.0
2023-05-12,91.0
2023-05-13,72.0
2023-05-14,73.0
2023-05-15,73.0
2023-05-16,71.0
2023-05-17,89.0
2023-05-18,85.0
2023-05-19,90.0
2023-05-20,109.0
2023-05-21,65.0
2023-05-22,69.0
