,pm25
2022-11-07,100.0
2022-11-08,131.0
2022-11-09,116.0
2022-11-10,88.0
2022-11-11,69.0
2022-11-12,70.0
2022-11-13,89.0
2022-11-14,88.0
2022-11-15,82.0
2022-11-16,76.0
2022-11-17,85.0
2022-11-18,70.0
2022-11-19,84.0
2022-11-20,64.0
2022-11-21,70.0
2022-11-22,70.0
2022-11-23,79.0
2022-11-24,75.0
2022-11-25,107.0
2022-11-26,117.0
2022-11-27,130.0
2022-11-28,118.0
2022-11-29,108.0
2022-11-30,94.0
2022-12-01,102.0
2022-12-02,104.0
2022-12-03,97.0
2022-12-04,121.0
2022-12-05,129.0
2022-12-06,116.0
2022-12-07,132.0
2022-12-08,111.0
2022-12-09,56.0
2022-12-10,80.0
2022-12-11,64.0
2022-12-12,42.0
2022-12-13,40.0
2022-12-14,41.0
2022-12-15,58.0
2022-12-16,79.0
2022-12-17,122.0
2022-12-18,126.0
2022-12-19,128.0
2022-12-20,96.0
2022-12-21,93.0
2022-12-22,56.0
2022-12-23,53.0
2022-12-24,103.0
2022-12-25,59.0
2022-12-26,79.0
2022-12-27,47.0
2022-12-28,57.0
2022-12-29,54.0
2022-12-30,75.0
2022-12-31,75.0
2023-01-01,57.0
2023-01-02,55.0
2023-01-03,40.0
2023-01-04,70.0
2023-01-05,67.0
2023-01-06,42.0
2023-01-07,43.0
2023-01-08,50.0
2023-01-09,56.0
2023-01-10,52.0
2023-01-11,92.0
2023-01-12,89.0
2023-01-13,119.0
2023-01-14,95.0
2023-01-15,57.0
2023-01-16,58.0
2023-01-17,63.0
2023-01-18,115.0
2023-01-19,76.0
2023-01-20,65.0
2023-01-21,67.0
2023-01-22,56.0
2023-01-23,51.0
2023-01-24,52.0
2023-01-25,61.0
2023-01-26,66.0
2023-01-27,63.0
2023-01-28,71.0
2023-01-29,74.0
2023-01-30,75.0
2023-01-31,95.0
2023-02-01,68.0
2023-02-02,64.0
2023-02-03,69.0
2023-02-04,94.0
2023-02-05,67.0
2023-02-06,72.0
2023-02-07,56.0
2023-02-08,66.0
2023-02-09,51.0
2023-02-10,47.0
2023-02-11,44.0
2023-02-12,41.0
2023-02-13,54.0
2023-02-14,39.0
2023-02-15,45.0
2023-02-16,56.0
2023-02-17,64.0
2023-02-18,94.0
2023-02-19,93.0
2023-02-20,51.0
2023-02-21,49.0
2023-02-22,44.0
2023-02-23,45.0
2023-02-24,47.0
2023-02-25,49.0
2023-02-26,51.0
2023-02-27,53.0
2023-02-28,55.0
2023-03-01,68.0
2023-03-02,61.0
2023-03-03,59.0
2023-03-04,48.0
2023-03-05,64.0
2023-03-06,46.0
2023-03-07,53.0
2023-03-08,66.0
2023-03-09,28.0
2023-03-10,85.0
2023-03-11,91.0
2023-03-12,108.0
2023-03-13,92.0
2023-03-14,64.0
2023-03-15,68.0
2023-03-16,97.0
2023-03-17,70.0
2023-03-18,75.0
2023-03-19,101.0
2023-03-20,123.0
2023-03-21,89.0
2023-03-22,68.0
2023-03-23,41.0
2023-03-24,77.0
2023-03-25,89.0
2023-03-26,71.0
2023-03-27,66.0
2023-03-28,95.0
2023-03-29,91.0
2023-03-30,78.0
2023-03-31,53.0
2023-04-01,29.0
2023-04-02,67.0
2023-04-03,109.0
2023-04-04,78.0
2023-04-05,89.0
2023-04-06,65.0
2023-04-07,91.0
2023-04-08,115.0
2023-04-09,102.0
2023-04-10,36.0
2023-04-11,33.0
2023-04-12,34.0
2023-04-13,42.0
2023-04-14,76.0
2023-04-15,95.0
2023-04-16,66.0
2023-04-17,52.0
2023-04-18,105.0
2023-04-19,101.0
2023-04-20,101.0
2023-04-21,92.0
2023-04-22,96.0
2023-04-23,90.0
2023-04-24,84.0
2023-04-25,56.0
2023-04-26,78.0
2023-04-27,86.0
2023-04-28,58.0
2023-04-29,119.0
2023-04-30,106.0
2023-05-01,97.0
2023-05-02,126.0
2023-05-03,88.0
2023-05-04,64.0
2023-05-05,96.0
2023-05-06,84.0
2023-05-07,115.0
2023-05-08,79.0
2023-05-09,118.0
2023-05-10,132.0
2023-05-11,99.0
2023-05-12,53.0
2023-05-13,90.0
2023-05-14,87.0
2023-05-15,113.0
2023-05-16,103.0
2023-05-17,128.0
2023-05-18,144.0
2023-05-19,139.0
2023-05-20,138.0
2023-05-21,143.0
2023-05-22,148.0
