V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
1976-07-18,2629.0,1907.0,2400.0,2259.0,1980.0,2122.0,2200.0,3480.0,2582.0,2197.0,1848.0,1879.0,1898.0
1976-07-25,4653.0,5203.0,5383.0,4739.0,4172.0,3993.0,2879.0,4071.0,4578.0,3679.0,3439.0,3768.0,3690.0
1976-08-01,1966.0,1451.0,1652.0,1439.0,1469.0,1455.0,1200.0,1334.0,1139.0,1499.0,986.0,1572.0,1152.0
1976-08-08,6767.0,7293.0,6742.0,6327.0,6070.0,6206.0,6727.0,8104.0,6022.0,5827.0,5245.0,5957.0,5696.0
1976-08-15,2433.5,2341.7,2333.0,2346.6,2196.9,2229.9,2244.5,2008.2,2653.0,2292.2,2339.7,2172.6,2096.7
1976-08-22,1403.0,1634.0,1741.0,1327.0,2528.0,1920.0,1918.0,2508.0,4345.0,3453.0,2803.0,2494.0,3585.0
1976-08-29,2026.0,2270.0,1937.0,1937.0,1405.0,1371.0,1667.0,1667.0,1910.0,1519.0,1519.0,1579.0,1776.0
1976-09-05,5861.2,2801.3,2907.1,3943.0,5237.3,4006.6,3935.5,5069.0,5744.4,4531.7,4961.4,4603.4,6071.6
1976-09-12,2148.3,2100.4,2135.1,2120.2,2110.7,2102.6,2071.1,2102.6,2109.9,2084.9,2065.0,2073.7,2055.0
1976-09-19,3173.0,3103.0,3168.0,3099.0,3104.0,3123.0,3010.0,3086.0,3130.0,3171.0,3166.0,3248.0,3171.0
1976-09-26,1216.0,1248.0,1254.0,1269.0,1282.0,1263.0,1257.0,1251.0,1246.0,1208.0,1220.0,1211.0,1215.0
1976-10-03,1214.5,1240.0,1248.0,1263.0,1276.5,1257.5,1253.5,1246.5,1241.5,1205.5,1215.0,1208.0,1212.5
1976-10-10,3305.0,3285.0,3250.0,3215.0,3205.0,3240.0,3220.0,3165.0,3124.0,3130.0,3125.0,3095.0,3080.0
1976-10-17,3350.0,3350.0,3350.0,3300.0,3279.0,3313.0,3280.0,3230.0,3183.0,3200.0,3220.0,3180.0,3145.0
1976-10-24,3327.5,3317.5,3300.0,3257.5,3242.0,3276.5,3250.0,3197.5,3153.5,3165.0,3172.5,3137.5,3112.5
1976-10-31,1213.0,1232.0,1242.0,1257.0,1271.0,1252.0,1250.0,1242.0,1237.0,1203.0,1210.0,1205.0,1210.0
1976-11-07,822.21,818.7,818.13,818.24,815.53,819.93,820.02,819.02,818.73,821.35,821.88,820.78,825.63
1976-11-14,1797.66,1845.54,1840.105,1799.63,1782.38,1757.61,1760.215,1735.47,1686.005,1696.725,1692.755,1658.88,1645.305
1976-11-21,821.23,818.06,817.25,817.51,814.85,819.43,819.38,818.38,818.19,820.48,821.51,820.07,824.93
1976-11-28,821.72,818.38,817.69,817.875,815.19,819.68,819.7,818.7,818.46,820.915,821.695,820.425,825.28
1976-12-05,1797.33,1845.21,1839.29,1799.1,1781.93,1757.15,1759.67,1734.85,1685.66,1695.5,1691.2,1657.54,1642.56
1976-12-12,1797.99,1845.87,1840.92,1800.16,1782.83,1758.07,1760.76,1736.09,1686.35,1697.95,1694.31,1660.22,1648.05
1976-12-19,4697.5,4775.0,4797.5,4890.0,4892.5,4954.5,4961.5,5020.0,4989.5,4912.5,4897.5,4857.5,4837.5
1976-12-26,5428.15,5536.6,5561.5,5558.65,5506.6,5590.65,5494.85,5538.55,5411.9,5374.0,5337.05,5223.05,5190.0
1977-01-02,1906.0,1690.1,1759.7,1980.2,1880.7,1734.2,1754.8,1853.5,1772.3,1886.8,1854.4,1953.2,1907.3
1977-01-09,6033.0,6023.0,5984.0,5939.0,5936.0,5971.0,5960.0,5959.0,6069.0,6071.0,6073.0,6033.0,6095.0
1977-01-16,2578.0,2599.0,2457.0,2031.0,1969.0,1672.0,1625.0,1439.0,1425.0,1227.0,1307.0,1345.0,1200.0
1977-01-23,2322.0,2186.0,2019.0,1782.0,1662.0,1470.0,1303.0,1203.0,1149.0,1015.0,1004.0,952.0,965.0
1977-01-30,1950.0,1850.0,1760.0,1710.0,1640.0,1570.0,1480.0,1410.0,1330.0,1290.0,1270.0,1260.0,1260.0
1977-02-06,3167.0,3221.0,3372.0,3608.0,3748.0,3704.0,3688.0,3760.0,3927.0,3781.0,3753.0,3616.0,3642.0
1977-02-13,3070.0,3010.0,3320.0,3870.0,3400.0,4500.0,3720.0,3890.0,3160.0,3870.0,4200.0,4110.0,3830.0
1977-02-20,10825.88,10830.99,10831.68,10826.93,10782.88,10753.11,10708.7,10133.12,10055.67,9976.13,9936.03,10005.02,10045.55
1977-02-27,1725.7,1725.7,1749.7,1749.7,1917.6,1917.6,1813.3,1813.3,1991.3,1991.3,1999.3,1999.3,1943.2
1977-03-06,733.6,856.2,778.3,763.2,744.5,745.7,681.4,668.7,695.1,729.7,662.7,648.6,682.5
1977-03-13,733.6,856.2,778.3,763.2,744.5,745.7,681.4,668.7,695.1,729.7,662.7,648.6,682.5
1977-03-20,2166.0,2126.0,2100.0,2026.0,2028.0,2015.0,2013.0,1983.0,2019.0,2036.0,2036.0,2012.0,2029.0
1977-03-27,2171.0,2131.0,2105.0,2031.0,2033.0,2020.0,2018.0,1988.0,2024.0,2042.0,2042.0,2018.0,2035.0
1977-04-03,135.9,136.4,136.5,136.7,136.9,137.7,138.2,138.7,139.4,140.7,141.7,142.7,143.7
1977-04-10,2423.0,2451.0,2485.0,2521.0,2545.0,2565.0,2601.0,2641.0,2698.0,2702.0,2712.0,2715.0,2741.0
1977-04-17,808.72,830.21,836.65,830.56,832.89,821.51,832.88,861.96,849.66,862.05,871.85,869.32,872.08
1977-04-24,1620.32,1634.26,1650.5,1644.3,1664.12,1677.98,1712.69,1701.45,1738.18,1722.5,1773.8,1788.31,1773.89
1977-05-01,6909.44,6952.68,6940.08,7073.67,7046.11,7085.42,7126.67,7159.75,7213.04,7164.12,7200.27,7237.36,7273.27
1977-05-08,10899.0,11181.0,10648.0,10886.0,11128.0,11166.0,10538.0,10724.0,10918.0,10730.0,10904.0,10721.0,11363.0
1977-05-15,10450.0,10452.0,10534.0,10535.0,10538.0,10539.0,10355.0,10355.0,10317.0,10315.0,10337.0,10336.0,10372.0
1977-05-22,10450.0,10452.0,10534.0,10535.0,10538.0,10539.0,10355.0,10355.0,10317.0,10315.0,10337.0,10336.0,10372.0
1977-05-29,182.02,209.08,208.65,185.33,181.52,185.67,183.97,184.83,189.49,179.25,177.38,180.78,183.32
1977-06-05,2190.5,2039.6,2109.1,1870.9,1781.3,1852.3,1846.6,1798.6,1760.4,1785.0,1742.1,1795.9,1791.2
1977-06-12,2310.0,2660.0,2660.0,2660.0,2660.0,2980.0,2980.0,2980.0,2980.0,2980.0,3340.0,3340.0,3340.0
1977-06-19,172.16,161.85,162.78,160.33,167.55,176.37,180.34,164.56,159.54,161.57,165.1,160.28,168.97
1977-06-26,178.79,161.84,163.56,168.25,167.85,176.35,178.82,167.82,147.77,155.53,162.46,165.65,164.87
1977-07-03,3700.0,3610.0,3680.0,3700.0,3690.0,3680.0,3600.0,3600.0,3560.0,3580.0,3470.0,3450.0,3560.0
1977-07-10,3600.0,3670.0,3700.0,3690.0,3690.0,3600.0,3610.0,3560.0,3600.0,3480.0,3430.0,3540.0,3670.0
1977-07-17,1820.2,2090.8,2086.5,1853.3,1815.2,1856.7,1839.7,1848.3,1787.8,1792.5,1773.8,1807.8,1833.2
1977-07-24,287.955,288.41,291.962,289.005,286.614,291.153,298.029,283.071,283.706,280.846,286.292,285.297,285.741
1977-07-31,463.8,1052.9,1008.4,988.3,1029.8,1062.8,1090.8,1297.4,1239.9,1288.1,1263.7,1221.2,1232.9
1977-08-07,1082.7,1022.2,983.2,1009.2,1036.0,1053.0,1169.9,1252.6,1212.3,1292.3,1233.1,1217.5,1265.1
1977-08-14,1250.0,1256.0,1261.0,1263.0,1263.0,1263.0,1263.0,1261.0,1253.0,1245.0,1238.0,1236.0,1251.0
1977-08-21,1253.0,1258.0,1263.0,1263.0,1263.0,1263.0,1263.0,1257.0,1250.0,1242.0,1235.0,1242.0,1256.0
1977-08-28,1785.16,1861.32,1867.8,1867.01,1841.94,1913.1,1908.74,1896.13,1870.3,1926.32,1938.53,1925.84,1892.82
1977-09-04,872.26,850.03,841.95,831.16,847.92,850.02,856.81,866.12,871.31,886.48,886.46,886.08,886.8
1977-09-11,2905.66,2947.76,2863.66,2928.34,2849.68,2967.79,2990.65,2998.85,3041.14,3121.28,3079.66,3142.21,3083.82
1977-09-18,395.092,368.904,385.478,384.384,380.491,384.212,387.905,385.592,389.099,372.504,367.925,395.812,381.765
1977-09-25,466.627,456.265,455.402,458.529,451.425,467.939,512.368,481.653,503.019,511.952,510.67,503.559,504.069
1977-10-02,922.18,826.24,849.26,842.39,853.83,776.07,848.73,849.07,882.21,796.55,821.59,781.61,803.75
1977-10-09,1065.323,1077.373,1069.883,1061.423,1055.977,1060.842,1070.264,1056.058,1046.786,1056.825,1066.32,1057.648,1054.17
1977-10-16,3203.29,3272.22,3000.03,3126.73,2980.15,2960.91,2953.51,2981.09,2992.42,3103.52,3054.13,3015.72,3099.47
1977-10-23,2216.44,2284.93,2047.13,2148.52,2039.79,2090.3,2101.79,2155.92,2110.36,2184.06,2150.54,2114.17,2186.49
1977-10-30,613.674,596.582,597.567,589.744,596.468,589.673,598.109,602.922,605.118,601.075,603.574,600.711,602.812
1977-11-06,261.16,256.41,242.69,217.31,218.39,239.32,256.43,251.97,241.43,260.53,244.7,230.8,225.77
1977-11-13,296.75,292.92,278.59,253.09,258.17,280.05,299.56,293.36,280.47,303.5,289.29,275.66,270.48
1977-11-20,931.58,939.47,941.8,948.13,952.07,962.49,969.47,977.55,989.97,1002.81,1015.06,1019.96,1027.34
1977-11-27,305.318,293.278,291.098,288.308,297.428,300.408,303.978,304.768,320.459,318.799,317.269,314.398,314.129
1977-12-04,5630.065,5597.995,5623.972,5534.393,5545.473,5636.414,5623.983,5573.316,5575.634,5653.025,5697.961,5686.973,5625.325
1977-12-11,885.917,866.054,857.56,844.007,861.393,869.964,869.554,881.207,884.917,907.954,901.98,911.117,900.045
1977-12-18,201.24,204.85,203.1,209.31,215.51,212.98,210.46,216.0,221.32,224.47,224.17,230.16,224.76
1977-12-25,2149.12,2150.56,2151.4,2162.2,2163.74,2202.32,2174.15,2158.84,2142.85,2188.65,2186.39,2185.95,2202.51
1978-01-01,715.58,715.34,711.19,713.46,714.79,717.11,717.63,722.36,725.16,728.4,729.12,728.87,728.29
1978-01-08,1396.443,1410.55,1405.659,1399.782,1395.791,1402.136,1414.265,1402.332,1395.765,1408.727,1420.68,1414.799,1413.689
1978-01-15,904.46,900.96,902.15,893.62,900.11,882.57,873.38,853.93,853.27,851.18,850.85,852.3,854.15
1978-01-22,716.1708,702.4151,702.4953,697.5817,704.2284,699.7753,710.638,711.1287,717.4089,715.5348,717.7532,715.2755,717.6135
1978-01-29,680.5382,663.1098,663.9456,657.324,664.0782,658.1934,670.3134,672.3303,676.6995,673.8857,676.1741,673.3939,674.8016
1978-02-05,3474.11,3541.17,3632.77,3630.51,3749.33,3902.51,4017.65,4104.36,4104.0,4151.58,4157.56,4091.8,4148.69
1978-02-12,1764.5,1842.15,1848.4,1847.48,1822.32,1894.01,1889.58,1876.99,1850.83,1907.26,1919.6,1906.89,1874.17
1978-02-19,852.5,830.41,822.45,811.8,828.68,830.67,837.34,846.53,851.61,866.85,866.9,866.6,867.39
1978-02-26,2619.31,2660.87,2554.9,2650.87,2577.06,2684.95,2684.76,2710.88,2616.47,2733.25,2700.06,2790.8,2784.65
1978-03-05,3094.98,2872.78,3022.03,2984.28,2975.42,2960.93,2963.94,2995.24,3004.7,2882.16,2835.08,3120.23,2925.49
1978-03-12,433.967,424.615,424.762,428.889,422.795,433.239,471.598,434.823,450.119,458.592,456.85,449.279,449.329
1978-03-19,869.15,771.74,793.29,784.95,794.92,716.79,789.08,789.05,821.82,737.81,764.5,726.17,749.96
1978-03-26,2091.21,2087.41,2079.55,2102.78,2099.42,2098.84,2118.03,2165.35,2192.86,2192.24,2190.77,2186.16,2253.93
1978-04-02,1063.824,1075.863,1068.374,1059.945,1054.523,1059.424,1068.813,1054.62,1045.663,1055.681,1065.197,1056.508,1053.158
1978-04-09,1980.86,2036.54,1823.59,1932.71,1841.64,1815.98,1828.22,1860.1,1881.8,1950.44,1891.79,1863.35,1961.9
1978-04-16,1090.22,1161.09,981.18,1062.42,1006.67,1031.4,1061.81,1090.49,1056.41,1094.36,1047.77,1032.76,1112.62
1978-04-23,605.06,587.915,588.846,580.968,587.638,580.827,589.246,594.043,596.223,592.29,594.898,592.146,594.356
1978-04-30,250.14,245.13,231.16,205.52,206.35,228.05,245.93,242.24,232.48,251.36,235.31,221.2,215.95
1978-05-07,276.18,271.61,256.55,230.31,234.65,257.94,278.85,274.05,262.57,285.11,270.42,256.31,250.64
1978-05-14,908.48,916.23,918.41,924.6,928.39,938.29,944.75,952.31,964.21,976.82,988.85,993.53,1000.69
1978-05-21,284.958,273.688,272.288,270.368,280.398,281.168,282.518,281.048,294.429,292.469,290.639,287.478,286.919
1978-05-28,5600.885,5567.338,5590.936,5503.784,5514.2,5601.997,5593.936,5542.551,5544.44,5621.385,5665.729,5654.963,5597.327
1978-06-04,864.94,845.19,836.79,823.35,840.83,849.37,848.93,860.55,864.24,887.32,881.39,890.58,879.56
1978-06-11,158.45,161.77,159.73,165.65,171.56,169.9,168.25,174.66,180.85,183.64,182.98,188.62,182.86
1978-06-18,2016.92,2021.02,2021.57,2033.6,2036.63,2074.05,2045.13,2030.46,2015.79,2061.79,2059.69,2059.18,2075.76
1978-06-25,709.9,709.74,705.67,708.02,709.43,711.81,712.38,717.16,720.02,723.17,723.82,723.47,722.8
1978-07-02,1394.43,1408.524,1403.633,1397.787,1393.827,1400.2,1412.295,1400.376,1394.153,1407.088,1419.057,1413.171,1412.177
1978-07-09,897.01,893.7,895.08,886.74,893.42,875.93,866.81,847.42,846.82,844.7,844.33,845.74,847.56
1978-07-16,696.7715,682.9236,682.9114,677.9138,684.4793,679.7941,690.4234,690.6757,696.7155,694.8552,697.0884,694.6244,696.9782
1978-07-23,662.8809,645.3315,646.0429,639.2805,645.8888,639.8786,651.8738,653.7727,658.0276,655.248,657.5696,654.8255,656.2664
1978-07-30,3035.56,3067.26,3088.23,3079.07,3122.68,3260.94,3359.65,3415.3,3412.92,3440.16,3448.88,3442.07,3513.36
1978-08-06,3991.1,3912.1,3891.4,3850.4,3870.2,3876.3,3871.4,3845.6,3847.9,3871.1,3863.2,3894.2,3866.0
1978-08-13,1321.119,1308.052,1318.468,1314.753,1334.883,1321.711,1335.395,1329.38,1328.109,1347.062,1348.968,1373.716,1365.158
1978-08-20,2061.856,2085.681,2026.045,2076.2,2076.981,2050.079,2015.645,2033.685,2035.409,2127.127,2103.92,2127.542,2167.689
1978-08-27,2279.061,2127.36,2213.235,2241.003,2239.291,2209.689,2253.628,2249.457,2275.448,2158.66,2138.327,2384.508,2242.06
1978-09-03,1311.049,1309.821,1342.129,1364.266,1367.988,1375.155,1372.531,1398.877,1360.899,1356.058,1364.382,1402.34,1402.785
1978-09-10,1511.486,1489.988,1559.573,1466.823,1606.426,1469.97,1537.376,1476.635,1569.041,1551.501,1514.815,1511.716,1488.806
1978-09-17,1338.691,1512.127,1503.706,1521.422,1517.284,1522.387,1540.194,1575.514,1597.376,1600.653,1598.694,1596.469,1649.153
1978-09-24,4000.704,4011.147,4007.874,4003.091,4011.331,4031.912,4032.696,4061.049,4074.196,4126.678,4119.085,4117.252,4109.539
1978-10-01,287.041,283.795,265.3,259.336,262.324,266.813,261.442,270.513,289.468,291.777,288.771,321.196,326.818
1978-10-08,2880.85,2539.85,2317.9,2289.1,2275.05,2383.47,2215.12,2290.7,2505.2,2570.13,2438.93,2739.29,2808.75
1978-10-15,1260.3119,1257.7124,1262.1011,1243.8881,1261.1262,1252.7644,1265.3121,1250.5806,1263.1282,1282.331,1277.4173,1272.612,1261.1895
1978-10-22,935.126,942.694,895.751,794.124,826.761,897.716,925.921,836.094,777.677,1005.869,960.958,898.707,741.712
1978-10-29,1122.839,1127.296,1084.551,990.896,1029.858,1096.975,1124.653,1035.694,974.132,1196.623,1153.553,1097.123,936.719
1978-11-05,1913.091,1908.227,1904.977,1887.138,1891.907,1884.095,1882.498,1869.05,1879.115,1885.737,1874.572,1865.266,1848.842
1978-11-12,853.284,828.418,827.702,812.858,840.653,807.832,808.242,796.231,811.239,814.637,807.476,802.218,795.028
1978-11-19,1069.0028,1066.8897,1071.6034,1055.1743,1071.9355,1064.3549,1077.0624,1063.6756,1075.2167,1093.7573,1089.9601,1086.0854,1076.3053
1978-11-26,1380.958,1364.198,1378.62,1374.152,1397.185,1378.389,1397.177,1389.436,1383.229,1407.402,1405.55,1429.604,1426.737
1978-12-03,517.112,510.974,508.031,504.902,509.175,505.925,508.749,505.991,501.314,505.324,506.224,506.094,505.37
1978-12-10,3064.71,2965.76,2952.91,2925.0,2943.32,2912.39,2914.99,2917.3,2893.04,2771.79,2782.88,2785.77,2784.19
1978-12-17,897.418,900.77,887.367,889.221,889.97,891.399,896.971,894.75,900.054,888.204,890.922,870.222,878.538
1978-12-24,1074.194,1078.155,1085.701,1084.97,1079.643,1083.065,1085.998,1091.492,1097.465,1097.361,1098.469,1101.31,1103.912
1978-12-31,462.5807,463.7381,463.4882,463.1569,464.1927,466.3523,466.5207,469.8671,471.4078,477.1323,476.2102,476.2701,475.6186
1979-01-07,1668.89,1684.231,1684.322,1692.531,1690.809,1698.644,1699.115,1710.948,1718.346,1723.062,1729.997,1733.425,1747.393
1979-01-14,1559.8917,1557.121,1564.8885,1547.4538,1571.0562,1561.1748,1574.9948,1560.4075,1566.6195,1591.2232,1584.0836,1583.9257,1568.6566
1979-01-21,1448.257,1444.8683,1453.8068,1435.1043,1454.8812,1446.8177,1460.7048,1447.4605,1454.129,1475.8891,1470.5369,1469.134,1456.6336
1979-01-28,2390.192,2395.942,2388.397,2390.232,2395.555,2395.704,2380.657,2398.479,2399.611,2420.625,2413.862,2416.108,2424.853
1979-02-04,1836.733,1825.636,1824.434,1823.943,1831.571,1827.4,1824.07,1811.813,1817.667,1785.721,1790.606,1795.2,1784.368
1979-02-11,5431.1,5548.4,5598.4,5666.7,5614.6,5682.9,5696.6,5626.9,5609.1,5656.9,5730.4,5679.4,5617.6
1979-02-18,4513.01,4408.58,4622.22,4454.07,4703.87,4524.29,4866.35,4601.6,4383.51,4694.08,4704.72,5081.14,4712.82
1979-02-25,5574.54,5751.89,5288.55,5746.7,5000.79,6348.71,6691.15,6771.95,5810.61,6061.23,5961.4,6632.58,6169.61
1979-03-04,815.919,745.42,808.795,743.277,736.129,751.241,710.312,745.783,729.252,723.5,696.753,735.722,683.43
1979-03-11,889.661,899.149,924.631,926.714,975.012,977.275,991.429,982.693,909.661,1033.142,926.158,1009.18,943.795
1979-03-18,378.984,379.712,392.367,362.037,448.574,374.89,409.954,393.525,402.169,395.459,393.645,369.924,385.374
1979-03-25,752.519,575.283,575.844,581.358,582.136,576.453,577.836,589.836,595.484,591.587,592.076,589.691,604.777
1979-04-01,481.911,482.643,486.73,490.055,492.85,493.453,493.654,494.241,495.691,496.28,496.798,499.307,500.967
1979-04-08,4004.013,4049.327,4023.676,3991.947,3971.506,3989.967,4025.326,3971.877,3938.137,3980.553,4016.429,3983.679,3971.042
1979-04-15,357.7397,342.9035,344.8827,340.7193,346.4068,338.9348,346.3167,350.0086,352.2681,347.0648,350.019,347.4617,350.3827
1979-04-22,5953.85,5974.42,5434.59,6719.44,6595.08,6858.85,6240.17,6652.27,6620.36,5869.44,5888.24,6369.34,5797.22
1979-04-29,2442.588,2472.638,2375.81,2363.394,2358.994,2376.107,2370.403,2349.221,2355.014,2397.967,2412.124,2385.426,2364.395
1979-05-06,255.7832,252.9283,255.3626,249.0227,261.8105,248.2461,259.9266,251.6474,255.5433,259.2587,258.1519,259.8546,257.6337
1979-05-13,563.682,547.532,575.36,558.458,590.565,565.861,619.053,577.364,553.831,605.228,604.24,632.136,601.803
1979-05-20,4775.58,4731.36,4788.89,4814.68,4892.45,4766.75,4791.51,4911.39,4792.96,4871.96,4836.46,4884.46,5163.6
1979-05-27,2342.83,2329.62,2343.96,2349.28,2358.25,2363.86,2355.81,2367.67,2336.2,2374.32,2395.74,2401.99,2419.28
1979-06-03,255.616,253.325,275.209,274.1,276.007,271.465,277.302,277.608,283.035,273.019,266.341,266.07,272.028
1979-06-10,4909.241,4960.027,4942.288,4917.667,4901.008,4923.509,4966.301,4919.141,4892.826,4943.96,4986.516,4961.624,4955.348
1979-06-17,1239.256,1217.084,1255.728,1239.169,1220.128,1228.982,1251.147,1248.921,1248.699,1246.787,1224.514,1247.045,1227.625
1979-06-24,3558.39,3564.55,3569.11,3559.75,3552.73,3553.59,3553.25,3556.51,3566.37,3556.1,3567.84,3568.89,3538.98
1979-07-01,983.64,963.759,980.518,965.069,944.121,957.516,973.845,971.312,965.664,973.768,958.173,980.975,955.597
1979-07-08,530.0653,527.578,532.8955,527.3252,542.0208,527.8782,542.4542,534.9495,531.8025,544.7358,534.9974,542.6133,538.7844
1979-07-15,485.728,483.4317,487.6162,483.1437,501.2878,484.9853,499.3682,490.4175,486.596,501.5849,489.7171,498.539,491.9944
1979-07-22,1397.457,1411.346,1420.305,1416.99,1442.035,1481.179,1512.624,1531.441,1533.597,1539.289,1544.978,1537.199,1556.088
1979-07-29,1587.9,1597.2,1589.7,1576.0,1560.0,1560.5,1542.2,1543.3,1535.2,1537.3,1521.1,1523.5,1534.2
1979-08-05,6058.0,6077.0,5993.0,5987.0,5901.0,5878.0,5800.0,5820.0,5682.0,5808.0,5700.0,5683.0,5785.0
1979-08-12,2610.0,2673.0,2717.0,2614.0,2528.0,2520.0,2459.0,2479.0,2443.0,2447.0,2438.0,2516.0,2438.0
1979-08-19,1391.718857,1397.7468447,1388.1281182,1381.3501596,1363.5131849,1360.3664103,1347.2129822,1347.4480435,1346.9780762,1351.9862607,1335.3225997,1331.5154454,1344.424556
1979-08-26,11967.46532,12356.06563,12373.25146,11798.50381,11104.77544,11042.21527,10548.34704,10416.41736,10441.51201,9947.56568,9695.2869,10195.93924,9970.03402
1979-09-02,1317.203331,1331.362533,1290.67206,1334.779396,1348.800103,1388.186102,1386.867837,1419.012995,1331.758745,1367.010019,1253.728852,1297.615333,1357.924735
1979-09-09,2707.02807,3007.0295,3069.47226,3116.85851,2900.72065,2881.0556,2948.64971,3019.1374,2881.08339,2817.88309,2886.49239,3012.64307,3036.00867
1979-09-16,4469.771084,4445.432784,4395.194878,4340.754662,4262.442606,4201.957737,4117.856712,4099.473741,4061.913651,4159.293414,4158.097377,4084.210304,4123.606231
1979-09-23,238.764197,250.838297,257.54381,253.00038,255.87966,251.88736,253.73594,247.38212,252.91807,241.5295,224.79696,230.66064,242.42296
1979-09-30,5617.98976,5544.55449,5429.81995,5590.08347,5592.56336,5586.80103,5325.11214,5219.77349,5210.37429,5137.61292,4984.62948,5128.62116,5174.77996
1979-10-07,3870.24751,3889.822782,3817.629017,3842.717085,3775.715842,3702.25017,3563.372654,3456.378506,3320.462336,3255.120575,3165.737577,3174.842271,3270.907896
1979-10-14,2559.633067,2624.940601,2674.005774,2588.024314,2488.622188,2470.992442,2338.338142,2279.279723,2185.08348,2133.056802,2097.802625,2123.374834,2070.409279
1979-10-21,2987.992885,2992.96923,2975.710953,2956.511551,2940.734928,2986.566692,3022.464019,3133.38144,3135.273899,3308.26196,3257.997799,3251.770429,3274.124893
1979-10-28,4278.65575,4420.6647,4460.70928,4334.09255,4588.5039,4738.36414,5387.14465,6055.1439,6424.1536,6053.67941,6171.52639,6524.22654,6310.20527
1979-11-04,801.0,805.0,801.0,812.0,815.0,811.0,786.0,769.0,774.0,755.0,723.0,744.0,760.0
